date,text,score
2019-05-06 12:08:37,buy last closing,1.0
2019-05-06 11:15:31,pfizer gets approval year heart drug,1.0
2019-05-06 11:01:49,fda approves vyndaqel xae vyndamax xa use patients transthyretin amyloid cardiomyopathy rare fatal disease,1.0
2019-05-06 09:00:21,active stocks friday,1.0
2019-05-06 09:00:02,short sale volume not short interest,-1.0
2019-05-06 04:33:00,bag lady_northwest biotherapeutics confirmation new partnership agreement pizer announcement imminen,1.0
2019-05-06 03:55:16,bag lady_northwest biotherapeutics confirmation new partnership agreement pizer announcement imminen,1.0
2019-05-06 02:36:40,core list tier tier tier,1.0
2019-05-06 02:01:29,core list tier tier tier,1.0
2019-05-06 01:47:07,pfizer sees upbeat lower tax rate shares dip highs,1.0
2019-05-06 00:15:16,around cluster fib daily poc,-1.0
2019-05-05 23:38:42,drng dd pack pink current trading way low,-1.0
2019-05-05 23:22:33,simple strategies becoming better trader one recent podcasts,-1.0
2019-05-05 23:01:33,bag lady_northwest biotherapeutics confirmation new partnership agreement pizer announcement imminent,1.0
2019-05-05 22:45:09,biggest declines shares outstanding since rbc list last year,1.0
2019-05-05 22:43:29,biggest declines shares outstanding since rbc list last year,1.0
2019-05-05 22:36:17,personally think stocks invest currently market happen healthcare overly sold past year maybe time allocate funds tech hc,1.0
2019-05-05 21:48:28,core list tier tier tier tier tier,1.0
2019-05-05 21:37:12,pfizer amp,1.0
2019-05-05 20:49:56,pfizer inc expected earn fy earnings per share,1.0
2019-05-05 18:12:11,pfizer share price declined shareholder advisors preferred decreased position,-1.0
2019-05-05 16:55:18,simple strategies becoming better trader one recent podcasts,-1.0
2019-05-05 15:24:08,pfizer holder advisors capital management raised stake million market value declined,1.0
2019-05-05 15:08:15,simple strategies becoming better trader one recent podcasts,-1.0
2019-05-05 14:30:22,interesting launch attr cm tafam july diagnosis rates us currently less end up spending fortune build market out time build market amp,1.0
2019-05-05 14:02:25,simple strategies becoming better trader one recent podcasts,-1.0
2019-05-05 12:30:16,today full blown wipeout healthcare stocks across board examples far ndavita nanthem,1.0
2019-05-05 11:38:06,reasons pfizer great stock buy hold long,1.0
2019-05-05 11:03:33,simple strategies becoming better trader one recent podcasts,-1.0
2019-05-05 10:17:05,simple strategies becoming better trader one recent podcasts,-1.0
2019-05-05 06:06:05,simple strategies becoming better trader one recent podcasts,-1.0
2019-05-05 04:22:59,use blockchain protocol supply chain management,1.0
2019-05-05 00:01:36,big news coming looks like volume price,1.0
2019-05-04 23:03:23,competitor predicted suitor yr behind develop possibilities could also see outside co like takeda bought shire last yr,1.0
2019-05-04 21:38:04,nipo outlook week uber others,-1.0
2019-05-04 19:36:24,drng million revenue worth cents face value,1.0
2019-05-04 19:35:15,drng million revenue worth cents face value,1.0
2019-05-04 17:01:28,buy last closing,1.0
2019-05-04 14:26:58,top bull frm,1.0
2019-05-04 12:19:16,love fda insider trade alerts one best stock alert services,1.0
2019-05-04 11:54:02,short sale volume not short interest,-1.0
2019-05-04 11:43:23,viacom class stock declined arizona state retirement system lifted position,1.0
2019-05-04 10:35:50,light colored arrows confirmation add signals see,1.0
2019-05-04 10:20:57,open interest maturity high put high call,1.0
2019-05-04 08:41:17,technical alerts new uptrend cup handle non adx bearish,1.0
2019-05-04 06:21:17,early moves watch pfizer inc nyse pfe,1.0
2019-05-04 03:30:06,active stocks friday,1.0
2019-05-04 03:15:50,first people get discount nget romeo private chatroom late nclick join xbb xbb xef,1.0
2019-05-04 03:00:14,buy signal detected stocks,1.0
2019-05-04 01:33:25,best performing large cap stocks week nfull reports,1.0
2019-05-04 00:19:15,love fda insider trade alerts one best stock alert services,1.0
2019-05-03 22:52:30,medical marijuana inc earnings report net revenues increased million increase more over,1.0
2019-05-03 21:14:49,insiders pfizer buying per sec filings,1.0
2019-05-03 20:54:01,short sale vol not short interest,-1.0
2019-05-03 19:35:28,asset watch active stocks friday,1.0
2019-05-03 18:56:49,big news coming looks like volume price,1.0
2019-05-03 18:56:39,million bid thin,1.0
2019-05-03 18:45:02,beginner guide stock investing non amazon nlink,1.0
2019-05-03 18:14:50,million bid thin,1.0
2019-05-03 17:31:06,pfizer upgraded strong buy signs positive price target short term,1.0
2019-05-03 16:26:40,bmy up up up up,1.0
2019-05-03 16:06:10,close key go higher,1.0
2019-05-03 15:45:22,halliburton co holder cwm cut holding market value declined,-1.0
2019-05-03 14:52:02,called diseases already declining prior evolution sanitary water processing cleaner food cleaner living condidtions,-1.0
2019-05-03 14:51:39,also measles part not looking effective either,-1.0
2019-05-03 14:51:22,becoming quite obvious totally ineffective mumps part mmr mumps outbreak vaxxed contained navy ship,-1.0
2019-05-03 14:51:04,reality spread disease called vaccine strain disease disease shedding body over place up two weeks also shed life long,1.0
2019-05-03 14:50:44,stupid enough fall claim non vaxxed infect vaxxed hm uh non vaxxed infect vaxxed obviously vax work eh,1.0
2019-05-03 14:50:16,also contain ingredients numerous species cabbage moth monkeys cow pigs chickens even toss aborted human baby,-1.0
2019-05-03 14:49:59,even cause autism spectrum disorders,-1.0
2019-05-03 14:49:24,contain ingredients aluminum known cause neurological disorders dementia alzheimer,1.0
2019-05-03 14:49:05,contain numerous ingredients known cause cancer formaldehyde one,-1.0
2019-05-03 14:48:45,wondering even trump saying important vaccines forced shareholder families well,-1.0
2019-05-03 14:34:35,top bull frm,1.0
2019-05-03 14:33:23,drng reversing,1.0
2019-05-03 14:32:24,drng reversing,1.0
2019-05-03 14:22:49,one set down script call day,-1.0
2019-05-03 14:20:36,us tracking revenues up yy still rounding error impact years likely signifi,1.0
2019-05-03 14:11:29,top earnings ratings,1.0
2019-05-03 13:55:28,whats going,1.0
2019-05-03 13:35:57,open interest maturity high put high call,1.0
2019-05-03 13:28:38,us tracking revenues up yy still rounding error impact years likely significant leaders mostly us mostly eu many new approvals,1.0
2019-05-03 13:27:34,fy eps estimates pfizer inc raised analyst,1.0
2019-05-03 13:25:48,fy eps estimates pfizer inc raised analyst,1.0
2019-05-03 13:23:16,cantor fitzgerald raises pfizer fy earnings estimates eps previously,1.0
2019-05-03 12:53:01,private capital advisors cut stake pfizer com,1.0
2019-05-03 12:34:32,top buy stocks,1.0
2019-05-03 12:20:22,buy last closing,1.0
2019-05-03 12:01:26,would terrible investors even premium would riculously cheap would walk away nice assets pennies dollar think,-1.0
2019-05-03 11:47:04,join see bull frm,1.0
2019-05-03 11:42:06,soon news breakthrough technology increase storage capacity lower cost extend life,-1.0
2019-05-03 11:18:35,americas brightest financier ceo years microcrap presentation,1.0
2019-05-03 10:33:04,npharma stock roundup mrk lly pfe report earnings sny abbv drugs get eu nod,1.0
2019-05-03 09:33:03,ndow stock roundup aapl pfe mrk mcd earnings impress,-1.0
2019-05-03 09:31:47,made move today feel great long term move,1.0
2019-05-03 09:30:20,active stocks thursday,1.0
2019-05-03 09:04:43,pfizer inc receives average price target analysts,1.0
2019-05-03 08:30:17,names highest open interest covered calls,1.0
2019-05-03 07:00:24,bidaskscore increased sold,-1.0
2019-05-03 06:01:17,pfizer weekly charts show consolidation down since december levels right near year uptr,-1.0
2019-05-03 06:00:41,part argument looked attractive yesterday cnbc specifically near term ability,1.0
2019-05-03 05:51:10,soon news breakthrough technology increase storage capacity lower cost extend life lithiu,-1.0
2019-05-03 04:19:15,love fda insider trade alerts one best stock alert services,1.0
2019-05-03 02:25:18,called diseases already declining prior evolution,-1.0
2019-05-03 02:24:50,also measles part not looking effective either,-1.0
2019-05-03 02:24:45,becoming quite obvious totally ineffective th,-1.0
2019-05-03 02:24:40,reality spread disease called vaccine strain disease disea,-1.0
2019-05-03 02:24:32,stupid enough fall claim non vaxxed infect vaxxed hm uh non vaxxed,-1.0
2019-05-03 02:24:31,also contain ingredients numerous species cabbage moth,1.0
2019-05-03 02:24:31,even cause autism spectrum disorders,-1.0
2019-05-03 02:24:30,contain ingredients aluminum known cause neurological disorders,1.0
2019-05-03 02:24:30,contain numerous ingredients known cause cancer formaldehyde one ht,-1.0
2019-05-03 02:24:30,wondering even trump saying important,-1.0
2019-05-03 01:43:48,called diseases already declining prior evolution sanitary water processing cleaner food cleaner living condidtions,-1.0
2019-05-03 01:43:28,also measles part not looking effective either,-1.0
2019-05-03 01:43:03,becoming quite obvious totally ineffective mumps part mmr mumps outbreak vaxxed contained navy ship,-1.0
2019-05-03 01:42:39,reality spread disease called vaccine strain disease disease shedding body over place up two weeks also shed life long,1.0
2019-05-03 01:42:15,stupid enough fall claim non vaxxed infect vaxxed hm uh non vaxxed infect vaxxed obviously vax work eh,1.0
2019-05-03 01:41:51,also contain ingredients numerous species cabbage moth monkeys cow pigs chickens even toss aborted human baby,-1.0
2019-05-03 01:41:18,even cause autism spectrum disorders,-1.0
2019-05-03 01:40:37,contain ingredients aluminum known cause neurological disorders dementia alzheimer,1.0
2019-05-03 01:40:12,contain numerous ingredients known cause cancer formaldehyde one,-1.0
2019-05-03 01:39:46,wondering even trump saying important vaccines forced shareholder families well,-1.0
2019-05-03 01:01:11,top flow today free stocks app,1.0
2019-05-03 00:22:33,nthese biotech stocks promising takeover targets,1.0
2019-05-03 00:16:27,settled earnings daily candle hollow red reversal offers least floor would favour conservative,-1.0
2019-05-02 23:55:15,sangamo therapeutics partner pfizer presented data related work optimizing zinc,1.0
2019-05-02 23:06:32,record earnings over docs prescribing xyosted far epipen sales ramp up forteo launch,1.0
2019-05-02 22:33:06,pfizer weekly charts show consolidation down since december levels right near year uptrend line recent acceleration back higher yes pay divi attractive technically seasonally weak time imho,-1.0
2019-05-02 22:30:13,part argument looked attractive yesterday cnbc specifically near term ability regain prior lows march jan dec near term momentum months range bound trading within ongoing uptrend early,1.0
2019-05-02 19:40:22,drng great ss dilution done news coming,-1.0
2019-05-02 19:35:00,asset watch active stocks thursday,1.0
2019-05-02 19:27:36,health care flatlining year says group come back life tw,-1.0
2019-05-02 19:23:06,use blockchain protocol supply chain management,1.0
2019-05-02 19:22:38,use blockchain protocol supply chain management,1.0
2019-05-02 19:15:00,asset watch names highest open interest covered calls,1.0
2019-05-02 18:49:14,identified potential takeover target national show takeover talk maybe maybe maybe maybe maybe maybe maybe say,1.0
2019-05-02 18:28:00,onpattro performance first quarter beat expectations sustain momentum wins approval would rival tafamidis,1.0
2019-05-02 18:20:52,discontinuation risk implication since trials pd pd parpi treatment maintenance chose pd parpi maintenance plus trial includes parpi vs placebo arms maintenance,-1.0
2019-05-02 18:02:26,show approach resources love ebitda current ratio beta,1.0
2019-05-02 18:00:42,pfizer announces quarterly earnings results,1.0
2019-05-02 17:49:47,get off replace stock up coming organic food cleaning product companies renewable energy companies natural care health companies likely double money year,-1.0
2019-05-02 17:45:09,called diseases already declining prior evolution sanitary water processing cleaner food cleaner living condidtions,-1.0
2019-05-02 17:44:40,also measles part not looking effective either,-1.0
2019-05-02 17:44:22,becoming quite obvious totally ineffective mumps part mmr mumps outbreak vaxxed contained navy ship,-1.0
2019-05-02 17:43:38,reality spread disease called vaccine strain disease disease shedding body over place up two weeks also shed life long,1.0
2019-05-02 17:43:20,stupid enough fall claim non vaxxed infect vaxxed hm uh non vaxxed infect vaxxed obviously vax work eh,1.0
2019-05-02 17:42:56,also contain ingredients numerous species cabbage moth monkeys cow pigs chickens even toss aborted human baby,-1.0
2019-05-02 17:42:18,even cause autism spectrum disorders,-1.0
2019-05-02 17:41:59,contain ingredients aluminum known cause neurological disorders dementia alzheimer,1.0
2019-05-02 17:41:23,contain numerous ingredients known cause cancer formaldehyde one,-1.0
2019-05-02 17:40:59,wondering even trump saying important vaccines forced shareholder families well,-1.0
2019-05-02 16:57:32,dividend alert divi ex tomorrow oil distributor nice day support,1.0
2019-05-02 16:42:06,soon news breakthrough technology increase storage capacity lower cost extend life lithium ion batteries,-1.0
2019-05-02 16:39:18,sangamo therapeutics partner pfizer presented data related work optimizing zinc,1.0
2019-05-02 16:36:16,focus trading area marked yellow demand still not really high moment change trade opened bottom chance price begins throwback case would take more according effort,1.0
2019-05-02 16:30:31,called diseases already declining prior evolution sanitary water processing cleaner food cleaner living condidtions,-1.0
2019-05-02 16:30:08,also measles part not looking effective either,-1.0
2019-05-02 16:29:28,becoming quite obvious totally ineffective mumps part mmr mumps outbreak vaxxed contained navy ship,-1.0
2019-05-02 16:29:02,reality spread disease called vaccine strain disease disease shedding body over place up two weeks also shed life long,1.0
2019-05-02 16:28:18,stupid enough fall claim non vaxxed infect vaxxed hm uh non vaxxed infect vaxxed obviously vax work eh,1.0
2019-05-02 16:27:52,also contain ingredients numerous species cabbage moth monkeys cow pigs chickens even toss aborted human baby,-1.0
2019-05-02 16:27:08,even cause autism spectrum disorders,-1.0
2019-05-02 16:26:30,contain ingredients aluminum known cause neurological disorders dementia alzheimer,1.0
2019-05-02 16:26:04,contain numerous ingredients known cause cancer formaldehyde one,-1.0
2019-05-02 16:25:42,wondering even trump saying important vaccines forced shareholder families well,-1.0
2019-05-02 16:23:54,list oncolytic virus transactions,1.0
2019-05-02 16:05:38,target price forecast dominant investors app,1.0
2019-05-02 15:59:07,get off replace stock up coming organic food cleaning product companies renewable energy companies natural care health companies likely double money year,-1.0
2019-05-02 15:55:02,watching ratios shares pfizer inc pfe,-1.0
2019-05-02 15:51:47,current bullhit fest bad enough think fun really start us patented starts spreading around united states united states owner ebola virus africa sue,-1.0
2019-05-02 15:49:30,uh not russian trolls twitter bots parents like living babies come higher risk death disease intended prevented,-1.0
2019-05-02 15:35:28,called diseases already declining prior evolution sanitary water processing cleaner food cleaner living conditions played larger role toxic concoctions injected children,-1.0
2019-05-02 15:28:23,also measles part not looking effective either,-1.0
2019-05-02 15:21:11,becoming quite obvious totally ineffective mumps part mmr mumps outbreak vaxxed contained navy ship,-1.0
2019-05-02 15:17:25,even spread disease called vaccine strain disease disease shedding body over place up two weeks also shed life long,1.0
2019-05-02 15:15:18,also contain ingredients numerous species cabbage moth monkeys cow pigs chickens even toss aborted human baby,-1.0
2019-05-02 15:07:19,even cause autism spectrum disorders,-1.0
2019-05-02 15:05:50,contain ingredients aluminum known cause neurological disorders dementia alzheimer,1.0
2019-05-02 15:05:21,top target price potential,1.0
2019-05-02 15:04:51,contain numerous ingredients known cause cancer formaldehyde one,-1.0
2019-05-02 15:03:54,wondering even trump saying important vaccines forced shareholder families well,-1.0
2019-05-02 14:36:48,soon news breakthrough technology increase storage capacity lower cost extend life lithium ion batteries,-1.0
2019-05-02 14:35:53,better valuation needed,-1.0
2019-05-02 14:33:09,nexelixis exel earnings amp,1.0
2019-05-02 14:26:10,dynamic trackers bcma targeted drugs clinical trials amp,1.0
2019-05-02 14:22:31,seconds later look image changed short sellers use hackers prevent truth ever tried leaving message chat couldnt,-1.0
2019-05-02 14:20:28,companies like short sellers use hackers prevent truth ever tried leaving message chat couldnt taken minutes ago,-1.0
2019-05-02 14:19:06,buy last closing,1.0
2019-05-02 13:33:11,nglaxo gsk beats earnings amp,1.0
2019-05-02 13:20:40,approach resources got half coverage would trading higher ebitda current ratio beta,1.0
2019-05-02 13:17:58,cut cloth_cv sciences announce new joint venture pfizer research development team nh,1.0
2019-05-02 13:17:58,cut cloth_cv sciences announce new joint venture pfizer research development team nh,1.0
2019-05-02 13:16:42,specifically getting back over prior lows march jan dec certainly positive near term not granularity always cover short interviews number technical reasons support pfe turning higher pharma much defensive trade,1.0
2019-05-02 13:10:27,record earnings over docs prescribing xyosted far epipen sales ramp up forteo launch,1.0
2019-05-02 13:09:04,leerink fviii gt,1.0
2019-05-02 13:00:51,record earnings over docs prescribing xyosted far epipen sales ramp up forteo launch profitable company deal etc love company,1.0
2019-05-02 12:33:42,first year lipitor yes bp much better given point time comes sales,1.0
2019-05-02 12:20:02,nlysol health troubles look contagious,1.0
2019-05-02 12:07:36,pfizer updates fy earnings guidance,1.0
2019-05-02 12:04:28,illegal use public news sources gov legislation convince force law parents children injected neurotoxins carcinogens,-1.0
2019-05-02 11:53:23,buy last closing,1.0
2019-05-02 11:22:56,todays top open interest changes,1.0
2019-05-02 11:21:48,todays top open interest changes,1.0
2019-05-02 11:19:00,sangamo therapeutics partner pfizer presented data related work optimizing zinc,1.0
2019-05-02 11:12:41,amazing see irrational reaction share price dmd news everyone knows well pfizer way,1.0
2019-05-02 11:11:16,seriously doubt shareholders children grandchildren exempt mandatory vaxx hype hysteria promoted using media outlets fear mongering likely caused many inject babies vaxx toxins,1.0
2019-05-02 10:40:37,health care flatlining year says group come back life tw,-1.0
2019-05-02 10:30:20,active options wednesday,1.0
2019-05-02 10:27:17,would add manages safely match efficacy highest dose gt mighty expensive given increased cost manufacturing dose sum up see pfe competes time market safety efficacy price,1.0
2019-05-02 10:24:21,health care flatlining year says group come back life tw,-1.0
2019-05-02 08:24:32,pfizer raises fullyear earnings guidance eliquis ibrance drive firstquarter sales growth,1.0
2019-05-02 07:14:50,pfizer shares gap up following better expected earnings,1.0
2019-05-02 05:33:45,pharmalot pharmalittle good morning washington state taps abbvie hep drug subscription deal astrazeneca stock,1.0
2019-05-02 05:30:08,active stocks wednesday,1.0
2019-05-02 02:45:50,health care flatlining year says group come back life tw,-1.0
2019-05-02 02:10:58,still looking weekly support area bounce off watching see whether ends up closing weekly confirmation,1.0
2019-05-02 02:08:09,testing daily weekly held right weekly still thinking could double bottom gap up,1.0
2019-05-02 01:11:18,new article out nmy peg system beats index blue chips,1.0
2019-05-02 00:14:37,highest volume strikes,1.0
2019-05-01 23:23:04,compare two ud programs ahead time market ud safe edge,1.0
2019-05-01 23:03:45,cut cloth_cv sciences announce new joint venture pfizer research development team nh,1.0
2019-05-01 22:24:24,health care flatlining year says group come back life tw,-1.0
2019-05-01 21:58:54,health care flatlining year says group come back life tw,-1.0
2019-05-01 21:57:19,health care flatlining year says group come back life tw,-1.0
2019-05-01 21:56:55,health care flatlining year says group come back life tw,-1.0
2019-05-01 21:54:14,health care flatlining year says group come back life two names play catch up,1.0
2019-05-01 21:54:02,short sale volume not short interest,-1.0
2019-05-01 21:29:50,pfizer updates fy earnings guidance,1.0
2019-05-01 21:29:09,buy last closing,1.0
2019-05-01 20:46:03,going nyou load up party,1.0
2019-05-01 20:40:57,option market alert pfizer inc implied price swing hits escalated level,-1.0
2019-05-01 20:25:17,asset watch active stocks wednesday,1.0
2019-05-01 20:00:24,approach resources got half coverage would trading higher ebitda current ratio beta,1.0
2019-05-01 19:58:11,nnew insider filing ngroup president njohn young,-1.0
2019-05-01 19:53:53,rogers dawn vp disposed stocks worth,1.0
2019-05-01 19:53:52,rogers dawn vp disposed stocks worth,1.0
2019-05-01 18:49:37,remembered epic runner,1.0
2019-05-01 18:45:35,going nyou load up party,1.0
2019-05-01 18:35:01,something big coming get ready buy,1.0
2019-05-01 18:27:09,worst market migh face hard pressure better stuff coming soon nglad sb marketing reimbursement negotiation,-1.0
2019-05-01 18:22:41,companies like approach resources got much coverage fang would higher ebitda current ratio beta,1.0
2019-05-01 18:02:20,float short squeeze,-1.0
2019-05-01 18:00:58,down float xbe,-1.0
2019-05-01 17:54:39,nope foregone conclusion stands sure di knows hence manufacturing push could well playing shell game imho,1.0
2019-05-01 17:36:43,sangamo therapeutics partner pfizer presented data related work optimizing zinc,1.0
2019-05-01 17:03:10,sangamo therapeutics partner pfizer presented data related work optimizing zinc nfinger nuclease zfn transcription factors tfs selectively repress expression orf disease nallele amyotrophic lateral sclerosis,1.0
2019-05-01 17:01:43,float move ease,-1.0
2019-05-01 16:50:37,compare two ud programs ahead time market ud safe edge leaves efficacy ud produced up normal anyone really expect top,1.0
2019-05-01 16:10:20,arcview investor forum video tune link,1.0
2019-05-01 16:07:59,notable option activity popular stocks,1.0
2019-05-01 16:01:36,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 15:57:48,float short squeeze,-1.0
2019-05-01 15:57:05,trying mentions call count including intro remark,1.0
2019-05-01 15:46:18,time buy share big things coming,1.0
2019-05-01 15:46:07,time buy share big things coming,1.0
2019-05-01 15:31:01,time buy share big things coming,1.0
2019-05-01 15:29:13,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 15:16:29,float xbe,-1.0
2019-05-01 15:15:36,down float xbe,-1.0
2019-05-01 15:12:46,options buying recap tuesday sr stock replacement noi reviewed verify number contracts added,1.0
2019-05-01 15:09:08,staring thinking taking long let know goes,1.0
2019-05-01 15:06:43,asset watch active options wednesday,1.0
2019-05-01 15:04:26,time buy share big things coming,1.0
2019-05-01 14:54:02,short sale volume not short interest,-1.0
2019-05-01 14:31:22,latest quarter earnings discussion,1.0
2019-05-01 14:29:02,btw estimated per share current price,1.0
2019-05-01 14:06:04,spotlight stocks today newsletter include nsign up sogotrade morning call newsletter start receiving more stock highlights delivered inbox,1.0
2019-05-01 14:05:51,may biotech update,-1.0
2019-05-01 14:04:23,may biotech update,-1.0
2019-05-01 14:03:18,may biotech update,-1.0
2019-05-01 13:59:19,options buying recap tuesday sr stock replacement noi reviewed verify number contracts added,1.0
2019-05-01 13:56:25,asia markets mostly closed sydney up new amp,1.0
2019-05-01 13:54:07,pfizer inc results earnings call slides,1.0
2019-05-01 13:33:05,review member jason bond picks years made serious profits,-1.0
2019-05-01 13:33:03,namgen amgn earnings top sales hurt pricing pressure,1.0
2019-05-01 13:03:39,nice week more interesting earnings coming up among others,1.0
2019-05-01 12:58:07,nbiotech stocks cellulite treatment market projected strong,1.0
2019-05-01 12:57:03,sector diversification vs concentration example top five contributions came sectors bottom came health care,-1.0
2019-05-01 12:51:31,back early days eteplisen development close licensing drug avii pfizer ceo backed out stated would rather spend more money post clinical data less risk less earlier development times changed,-1.0
2019-05-01 12:48:05,earnings sizzle bacon promotions big miss ads could headed drug pricin,1.0
2019-05-01 12:45:10,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 12:44:53,baird buy pt exactly exhibit overwhelming confidence dmd gene therapy program said enough,1.0
2019-05-01 12:41:25,program little late meaningful competitor baird,-1.0
2019-05-01 12:39:56,amazing see irrational reaction share price dmd news everyone knows well pfizer way,1.0
2019-05-01 12:24:16,greatest biotech trader prediction last years buy,1.0
2019-05-01 12:09:03,program little late meaningful competitor baird,-1.0
2019-05-01 12:00:15,pfizer dying company desperate straights expiring patents lyrica billion nif buy small cap toast,1.0
2019-05-01 11:55:52,today targets,1.0
2019-05-01 11:39:00,americas brightest financier ceo years microcrap presentation,1.0
2019-05-01 11:30:37,amazing see irrational reaction share price dmd news everyone knows well pfizer way back amp,1.0
2019-05-01 11:15:38,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 11:05:31,program little late meaningful competitor baird,-1.0
2019-05-01 10:58:06,baird buy pt exactly exhibit overwhelming confidence dmd gene therapy program said enough,1.0
2019-05-01 10:57:47,baird buy pt exactly exhibit overwhelming confidence dmd gene therapy program said enough prepared remarks amp,1.0
2019-05-01 10:55:30,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 10:54:33,program little late meaningful competitor baird,-1.0
2019-05-01 10:42:15,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 10:41:52,cheap call option upside calls cheaper history,1.0
2019-05-01 10:35:51,oversold imo watch bounce premarket xbe,1.0
2019-05-01 10:19:37,hate give exact date earnings ebitda current ratio beta,1.0
2019-05-01 10:12:56,today plays imho,-1.0
2019-05-01 10:07:36,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 10:05:01,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 10:02:11,fly intel wall street top stories tuesday,1.0
2019-05-01 10:00:18,active stocks tuesday pm,1.0
2019-05-01 10:00:01,short sale volume not short interest,-1.0
2019-05-01 09:47:02,interesting see discussing earnings conference calls,1.0
2019-05-01 09:47:00,focus amp,1.0
2019-05-01 09:46:47,breaking pfizer bets therapeutic hemophilia,-1.0
2019-05-01 09:29:24,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 09:29:10,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 08:10:53,mixed commentary pfizer call competitive microdystrophin program nbaird ncc,1.0
2019-05-01 08:00:14,top money flow tuesday share price volume traded jpm,1.0
2019-05-01 06:42:45,pfizer shares gap up strong earnings,1.0
2019-05-01 06:24:30,pfizer buyout imminent reading ceo remarks todays earning transcript getting more more clear,-1.0
2019-05-01 06:00:09,top gainers tuesday,1.0
2019-05-01 04:49:09,pfizer pfe ranking raised buy recent price improving,1.0
2019-05-01 04:16:12,relying heavily totality data phrasing discussing tanezumab always xa xa xa moment,1.0
2019-05-01 04:00:06,active options tuesday,1.0
2019-05-01 03:53:50,quant got brutalized mid month healthcare bioscience plunge still went positive month lagged badly top performers worst,1.0
2019-05-01 03:40:47,great looking setup big call buying today like chart better,1.0
2019-05-01 03:40:31,great looking setup big call buying today like chart better,1.0
2019-05-01 03:10:30,love fda insider trade alerts one best stock alert services,1.0
2019-05-01 02:51:54,top flow today free stocks app,1.0
2019-05-01 02:42:27,movers big earnings day driven miss plenty names beating upside healthcare stocks led ga,1.0
2019-05-01 02:33:12,top money flow april nmoney flow ended bearish put side,-1.0
2019-05-01 02:22:39,top money flow april nmoney flow ended bearish put side,-1.0
2019-05-01 02:03:38,cut cloth_cv sciences announce new joint venture pfizer research development team,1.0
2019-05-01 01:48:57,healthcare pharmaceutical stunk up portfolio lately need comeback long,1.0
2019-05-01 01:47:46,think lfap cheap long big names tied company,1.0
2019-05-01 01:35:54,pfizer long term bullish trend elliott wave cycles,1.0
2019-05-01 01:01:10,top flow today free stocks app,1.0
2019-05-01 00:53:59,talk category first market advantage really stuck sales verzenio,-1.0
2019-05-01 00:44:21,fly intel wall street top stories tuesday,1.0
2019-05-01 00:38:05,biotech updates nearnings,1.0
2019-05-01 00:30:05,biocentury april company news roundup includes merck pfizer amgen more,1.0
2019-04-30 23:46:49,biotech updates nearnings,1.0
2019-04-30 23:37:11,active options,1.0
2019-04-30 23:20:07,anyone know earnings approach resources tomorrow ebitda current ratio beta,1.0
2019-04-30 23:06:01,earnings stacked up tomorrow morning deck,1.0
2019-04-30 22:32:21,top stock stories tuesday,1.0
2019-04-30 22:31:18,could buy think need something neuro pipeline rare inherited disease next gen cell therapy hemoglobinopathies,1.0
2019-04-30 22:26:37,lagest moc sells,-1.0
2019-04-30 22:22:33,want cut pharma amp,-1.0
2019-04-30 22:22:11,buy last closing,1.0
2019-04-30 22:20:04,nstocks off best four month start decades,1.0
2019-04-30 22:05:03,nfda orders black box warnings sleep aids,1.0
2019-04-30 21:55:37,us stocks post meager gains,1.0
2019-04-30 21:55:00,asset watch names highest open interest covered calls close tuesday,1.0
2019-04-30 21:39:04,nwhy amarin stuck trading range,-1.0
2019-04-30 21:30:53,fly intel wall street top stories tuesday,1.0
2019-04-30 21:19:23,want cut pharma amp,-1.0
2019-04-30 21:14:44,fly intel wall street top stories tuesday,1.0
2019-04-30 21:10:03,full transcript today call,1.0
2019-04-30 21:07:10,fly intel wall street top stories tuesday,1.0
2019-04-30 21:07:04,fly intel wall street top stories tuesday,1.0
2019-04-30 20:53:10,not great day still ended green,1.0
2019-04-30 20:50:43,asset management lp lowered stake pfizer stock price declined,-1.0
2019-04-30 20:47:58,earnings sizzle bacon promotions big miss ads could headed drug pricin,1.0
2019-04-30 20:46:08,movers big earnings day driven miss plenty names beating upside healthcare stocks led gainers reported bte cons disc led losers behind miss,1.0
2019-04-30 20:41:00,interesting timing announcement esp recent event warrant eve earnings,1.0
2019-04-30 20:31:00,largest sell close order imbalances,-1.0
2019-04-30 20:24:02,pfizer raises fullyear earnings guidance eliquis ibrance drive firstquarter sales growth pfizer raises fullyear earnings guidance eliquis ibrance drive firstquarter sales growth,1.0
2019-04-30 20:23:47,pfizer look bolt deals billion dollars complement pipeline conf call,1.0
